5343,-2197.1685
19985,-2197.0811
6047,-2197.0721
11035,-2197.0621
6383,-2197.0503
6384,-2197.0503
6385,-2197.0503
18799,-2197.0468
13121,-2197.0165
1792,-2197.0062
17667,-2196.9874
7845,-2196.9259
13248,-2196.9192
12360,-2196.9126
12359,-2196.9126
12364,-2196.9126
12361,-2196.9126
12365,-2196.9126
12362,-2196.9126
480,-2196.8797
6998,-2196.8415
19931,-2196.8395
18318,-2196.8395
19581,-2196.8330
6387,-2196.7809
10559,-2196.7584
8729,-2196.7556
15296,-2196.7279
4316,-2196.7193
6088,-2196.7046
6091,-2196.7046
6090,-2196.7046
6092,-2196.7046
2488,-2196.7024
2487,-2196.7024
16311,-2196.6977
12787,-2196.6964
7293,-2196.6648
21202,-2196.6607
21200,-2196.6607
21201,-2196.6607
17145,-2196.6589
22538,-2196.6579
2486,-2196.6562
4694,-2196.6524
8198,-2196.6476
8202,-2196.6476
8201,-2196.6476
19934,-2196.6462
15278,-2196.6111
