133278,-7151.8446
47315,-7151.6826
71226,-7151.6288
46858,-7151.5196
122182,-7150.9177
109040,-7150.8550
64650,-7150.7616
39372,-7150.7480
43008,-7150.6794
123346,-7150.6066
78551,-7150.6066
51506,-7150.5608
19829,-7150.5469
58204,-7150.3705
77822,-7150.3705
45789,-7150.2949
71724,-7150.2482
110547,-7150.1957
31116,-7150.1864
101437,-7150.0545
67756,-7150.0435
2969,-7149.9131
5980,-7149.8872
43734,-7149.8622
92152,-7149.8463
60337,-7149.8245
15016,-7149.7408
8274,-7149.7273
115709,-7149.7273
111945,-7149.7087
46115,-7149.7087
4532,-7149.6907
80875,-7149.6887
111570,-7149.6887
94752,-7149.6806
114606,-7149.6806
129184,-7149.6674
35656,-7149.6332
32664,-7149.6332
44245,-7149.6332
127067,-7149.6110
132316,-7149.6085
122668,-7149.5680
96601,-7149.5501
91321,-7149.5493
74654,-7149.5234
106921,-7149.5234
48869,-7149.4836
5801,-7149.4836
128843,-7149.4836
