133278,-6259.5800
78551,-6259.3256
115785,-6259.2914
43008,-6259.2819
14763,-6259.1927
47315,-6259.1927
82561,-6259.1877
77822,-6259.0486
58204,-6259.0486
71226,-6258.9850
122182,-6258.8167
101437,-6258.7884
45789,-6258.6635
71724,-6258.5826
102201,-6258.5333
19829,-6258.5282
120022,-6258.5083
109040,-6258.4086
114157,-6258.3450
5980,-6258.3032
15254,-6258.0836
111570,-6258.0810
61574,-6258.0613
2969,-6258.0473
70459,-6258.0342
32187,-6258.0323
115709,-6257.9945
8274,-6257.9945
60337,-6257.9930
67756,-6257.9681
122668,-6257.9180
37150,-6257.9018
86018,-6257.8975
54546,-6257.8145
29067,-6257.8145
104104,-6257.8124
110003,-6257.7883
130942,-6257.7883
77369,-6257.7266
67158,-6257.7152
39722,-6257.7073
2159,-6257.6600
31345,-6257.6336
96601,-6257.6250
129066,-6257.6205
75068,-6257.6205
15016,-6257.6010
43734,-6257.5567
118938,-6257.5370
68082,-6257.5370
