4887,-1928.4052
4557,-1928.3101
13504,-1928.2996
19446,-1928.2675
17471,-1928.2103
7293,-1928.1963
8226,-1928.1512
14186,-1928.1405
12361,-1928.1334
12360,-1928.1334
12364,-1928.1334
12359,-1928.1334
12363,-1928.1334
2487,-1928.1178
2489,-1928.1178
2299,-1928.1064
7845,-1928.0504
15571,-1928.0217
4737,-1928.0150
9715,-1927.9925
9710,-1927.9925
9717,-1927.9925
9714,-1927.9925
9713,-1927.9925
9716,-1927.9925
9712,-1927.9925
10796,-1927.9768
19115,-1927.9630
1590,-1927.9624
6508,-1927.9534
15225,-1927.9509
15228,-1927.9509
13503,-1927.9370
2573,-1927.9344
11778,-1927.9301
14255,-1927.9300
14257,-1927.9300
14256,-1927.9300
9768,-1927.9284
6998,-1927.9246
12787,-1927.9245
11445,-1927.9198
21705,-1927.9190
21706,-1927.9190
12469,-1927.9090
18318,-1927.9021
17470,-1927.8976
12707,-1927.8899
12709,-1927.8899
6387,-1927.8870
